wikidata_id,item,name,description,type,category,subcategory,label,wikipedia_categories,instance_of,country,country_of_origin,English_description,num_properties,num_languages,wikipedia_title,average_daily_views,word_count_en
Q66991,http://www.wikidata.org/entity/Q66991,Schinznach-Dorf,"former municipality and current district of Schinznach in the canton of Aargau, Switzerland",entity,geography,neighborhood,cultural exclusive,"cultural property of national significance in aargau, former municipalities of aargau",municipality of Switzerland,Switzerland,,"former municipality and current district of Schinznach in the canton of Aargau, Switzerland",30.0,21.0,Schinznach-Dorf,4.0,1313.0
Q65083733,http://www.wikidata.org/entity/Q65083733,schism in Christianity,"division between people, usually belonging to an christian organization",entity,history,historical event,cultural agnostic,"schisms in christianity, theological controversies",occurrence,,,"division between people, usually belonging to an christian organization",9.0,21.0,Schism in Christianity,214.0,2387.0
Q1473981,http://www.wikidata.org/entity/Q1473981,schlachtfest,traditional German sacrificial ceremony,concept,gestures and habits,tradition,cultural exclusive,"eating parties, german cuisine, meat stubs, traditional meat processing",,,,traditional German sacrificial ceremony,4.0,3.0,Schlachtfest,14.0,337.0
Q477607,http://www.wikidata.org/entity/Q477607,Schloss vor Husum,château,entity,history,museum,cultural exclusive,castles in schleswig-holstein,château,Germany,,château,24.0,7.0,Schloss vor Husum,8.0,4495.0
Q2247208,http://www.wikidata.org/entity/Q2247208,Schneeball,German dessert,concept,food,food,cultural exclusive,"bavarian cuisine, german pastries, swabian cuisine",type of food or dish,Germany,Germany,German dessert,10.0,11.0,Schneeball (pastry),41.0,1012.0
Q1775755,http://www.wikidata.org/entity/Q1775755,school band,group of student musicians who rehearse and perform instrumental music together,concept,music,musical group,cultural agnostic,"music education, school bands, types of musical groups, wind bands",,,,group of student musicians who rehearse and perform instrumental music together,9.0,6.0,School band,86.0,3646.0
Q1407578,http://www.wikidata.org/entity/Q1407578,School of Ferrara,painter and book illuminators who follow the style of Cosimo Tura Ferrara,entity,visual arts,art movement,cultural representative,"italian art, painters from ferrara, people from the province of ferrara",stream,Italy,,painter and book illuminators who follow the style of Cosimo Tura Ferrara,13.0,19.0,School of Ferrara,18.0,1625.0
Q584084,http://www.wikidata.org/entity/Q584084,School of Fontainebleau,art movement by artists active at Fontainebleau 1530s-1610,entity,visual arts,art movement,cultural representative,"french renaissance, french art, french art movements, mannerism",art movement,,France,art movement by artists active at Fontainebleau 1530s-1610,32.0,25.0,School of Fontainebleau,47.0,2376.0
Q1367277,http://www.wikidata.org/entity/Q1367277,School of Porto,art movement of architecture,entity,visual arts,art movement,cultural exclusive,"architectural design, architecture in portugal",architectural style,Portugal,,art movement of architecture,5.0,4.0,Porto School (architecture),6.0,2294.0
Q16532,http://www.wikidata.org/entity/Q16532,Schrattenfluh,mountain of the Swiss Alps,entity,geography,mountain,cultural exclusive,"mountains of switzerland, mountains of the alps, mountains of the canton of lucerne, switzerland geography stubs, two-thousanders of switzerland",mountain,Switzerland,,mountain of the Swiss Alps,16.0,11.0,Schrattenfluh,4.0,175.0
Q16539,http://www.wikidata.org/entity/Q16539,Schreckhorn,"mountain peak in the administrative district of Interlaken-Oberhasli in the canton of Bern, Switzerland",entity,geography,mountain,cultural exclusive,"alpine four-thousanders, bernese alps, four-thousanders of switzerland, mountains of switzerland, mountains of the alps, mountains of the canton of bern",mountain,Switzerland,,"mountain peak in the administrative district of Interlaken-Oberhasli in the canton of Bern, Switzerland",25.0,31.0,Schreckhorn,19.0,806.0
Q254866,http://www.wikidata.org/entity/Q254866,Schuhplattler,traditional style of folk dance popular in the Alpine regions of Bavaria and Tyrol,concept,performing arts,folk dance,cultural representative,"austrian folk dances, culture of altbayern, european folk dances, german folk dances",music genre,,,traditional style of folk dance popular in the Alpine regions of Bavaria and Tyrol,8.0,12.0,Schuhplattler,88.0,2044.0
Q2252452,http://www.wikidata.org/entity/Q2252452,Schuxen,German pastry,concept,food,food,cultural exclusive,"bavarian cuisine, german pastries, rye-based dishes",,,Germany,German pastry,4.0,4.0,Schuxen,7.0,826.0
Q11871,http://www.wikidata.org/entity/Q11871,schwank,"Short humorous story, play, song, opera, etc.",entity,literature,literary genre,cultural exclusive,"comedy genres, culture of austria, culture of germany, music and humour, satire, theatrical genres",literary genre,,,"Short humorous story, play, song, opera, etc.",12.0,7.0,Schwank (comedy),6.0,375.0
Q30429,http://www.wikidata.org/entity/Q30429,Schwarzhorn,mountain in the Pennine Alps,entity,geography,mountain,cultural exclusive,"alpine four-thousanders, monte rosa, mountains of aosta valley, mountains of piedmont, mountains of the alps",mountain,Italy,,mountain in the Pennine Alps,19.0,19.0,Schwarzhorn (Monte Rosa Massif),4.0,241.0
Q366163,http://www.wikidata.org/entity/Q366163,Schweizerische Nordbahn,Swiss railway line (opened 1847),entity,transportation,transport company,cultural exclusive,defunct railway companies of switzerland,transport company,Switzerland,,Swiss railway line (opened 1847),12.0,5.0,Swiss Northern Railway,13.0,1338.0
Q685162,http://www.wikidata.org/entity/Q685162,Schwules Museum,museum of LGBT+ history in Berlin,entity,literature,publisher,cultural exclusive,"lgbtq culture in berlin, lgbtq history in germany, lgbtq museums and archives, lgbtq organisations based in germany, museums in berlin, sex museums in germany, tourist attractions in berlin",LGBT museum,Germany,Germany,museum of LGBT+ history in Berlin,48.0,22.0,Schwules Museum,26.0,1082.0
Q165037,http://www.wikidata.org/entity/Q165037,Schwurhand,heraldic charge depicting the hand gesture that is used in Germanic Europe and neighboring countries,concept,gestures and habits,gesture,cultural representative,"culture of switzerland, gestures of respect, hand gestures, heraldic charges, oaths of allegiance, salutes",,,,heraldic charge depicting the hand gesture that is used in Germanic Europe and neighboring countries,3.0,9.0,Schwurhand,71.0,639.0
Q192864,http://www.wikidata.org/entity/Q192864,Science,academic journal of the American Association for the Advancement of Science,entity,media,magazine,cultural representative,"1880 establishments in the united states, academic journals established in 1880, american association for the advancement of science academic journals, english-language journals, multidisciplinary academic journals, multidisciplinary scientific journals, weekly journals",scientific journal,,United States,academic journal of the American Association for the Advancement of Science,72.0,60.0,Science (journal),504.0,2464.0
Q588140,http://www.wikidata.org/entity/Q588140,science museum,museum devoted primarily to science,concept,history,museum,cultural agnostic,"science museums, types of museums",type of museum,,,museum devoted primarily to science,24.0,17.0,Science museum,259.0,2023.0
Q193626,http://www.wikidata.org/entity/Q193626,scientism,principle that scientific method is the best or only means to truth,entity,philosophy and religion,philosophical movement,cultural agnostic,"19th century in philosophy, 20th century in philosophy, 21st century in philosophy, criticism of science, empiricism, lifestyle, metatheory of science, naturalism (philosophy), new atheism, political pejoratives",philosophical movement,,,principle that scientific method is the best or only means to truth,25.0,45.0,Scientism,324.0,7898.0
Q131036,http://www.wikidata.org/entity/Q131036,Scientology,new religion created by L. Ron Hubbard,concept,philosophy and religion,religious movement,cultural representative,"1952 introductions, confidence tricks, multinational companies headquartered in the united states, organisations designated as cults, religious belief systems founded in the united states, scientology",new religious movement,,United States,new religion created by L. Ron Hubbard,59.0,85.0,Scientology,8509.0,32261.0
Q720916,http://www.wikidata.org/entity/Q720916,Scion,comic,entity,comics and anime,comics,cultural exclusive,"2000 comics debuts, crossgen titles",comics,,,comic,5.0,4.0,Scion (comics),14.0,646.0
Q766271,http://www.wikidata.org/entity/Q766271,sclerophyll,"type of vegetation that has hard leaves, short internodes and leaf orientation parallel or oblique to direct sunlight",concept,biology,plant,cultural agnostic,"california chaparral and woodlands, ecology, flora of the chilean matorral, mallee woodlands and shrublands, mediterranean forests, woodlands, and scrub, sclerophyll forests",ecological group of plants,,,"type of vegetation that has hard leaves, short internodes and leaf orientation parallel or oblique to direct sunlight",8.0,21.0,Sclerophyll,96.0,3311.0
Q24623944,http://www.wikidata.org/entity/Q24623944,scorpion kick,physical move in association football,entity,sports,sport,cultural agnostic,"association football skills, association football stubs, association football terminology, kick (association football)",sport,,,physical move in association football,6.0,12.0,Scorpion kick (association football),985.0,723.0
Q1328335,http://www.wikidata.org/entity/Q1328335,Scotiabank Giller Prize,Canadian literary award,entity,literature,literary award,cultural exclusive,"1994 establishments in canada, awards established in 1994, canadian fiction awards, english-language literary awards",literary award,Canada,,Canadian literary award,17.0,9.0,Giller Prize,75.0,5802.0
Q32521,http://www.wikidata.org/entity/Q32521,Scottish Government,devolved government of Scotland,entity,politics,government,cultural exclusive,"1999 establishments in scotland, 2000s in scotland, 2010s in scotland, government of the united kingdom by country, lists of government ministers of scotland, organisations based in edinburgh, political office-holders in scotland, scottish government, scottish parliament, scottish devolution",government,United Kingdom,,devolved government of Scotland,53.0,26.0,Scottish Government,220.0,10723.0
Q112077124,http://www.wikidata.org/entity/Q112077124,Scout,division of the Volkswagen Group,concept,transportation,automobile manufacturer,cultural agnostic,"american companies established in 2022, battery electric vehicle manufacturers, car brands, electric vehicle manufacturers of the united states, vehicle manufacturing companies established in 2022, volkswagen group",car brand,United States,,division of the Volkswagen Group,15.0,8.0,Scout Motors,511.0,1466.0
